artwork_id,title,artist_id,category_id,year_created,inventory_status,acquisition_date,retail_price
1002,Artwork Title 1615,471,7,2011,Sold,2022-06-23,10278.48
1003,Artwork Title 2077,151,9,2011,In Stock,2020-10-16,1159.3
1004,Artwork Title 344,194,10,2023,Sold,2021-08-23,10761.46
1005,Artwork Title 1677,226,7,2012,Sold,2021-11-11,3294.52
1006,Artwork Title 2060,164,8,2000,Sold,2022-04-17,3920.19
1007,Artwork Title 1133,106,6,2001,Sold,2022-12-31,5795.41
1008,Artwork Title 288,496,7,2011,In Stock,2016-09-01,979.16
1009,Artwork Title 2584,313,4,2016,Sold,2023-09-09,4231.89
1010,Artwork Title 1720,397,6,2013,In Stock,2017-09-07,2466.36
1011,Artwork Title 2757,308,7,2003,In Stock,2023-09-09,2945.5
1012,Artwork Title 212,404,9,2009,Sold,2021-05-01,10421.13
1013,Artwork Title 902,226,8,2022,In Stock,2018-07-02,9324.79
1014,Artwork Title 1707,132,1,2009,Sold,2021-10-29,4375.99
1015,Artwork Title 1412,146,5,2012,Sold,2021-10-27,7370.94
1016,Artwork Title 2130,366,4,2022,Sold,2022-03-15,4906.43
1017,Artwork Title 1979,475,6,2011,Sold,2022-05-28,6307.56
1018,Artwork Title 2170,446,4,2017,In Stock,2020-05-23,8995.63
1019,Artwork Title 1407,169,1,2010,Sold,2022-11-06,7746.2
1020,Artwork Title 2134,281,7,2011,Sold,2021-11-23,6866.84
1021,Artwork Title 1252,103,3,2018,Sold,2022-01-07,5304.17
1022,Artwork Title 2297,380,9,2008,Sold,2023-04-25,4869.31
1023,Artwork Title 2451,106,2,2018,Sold,2023-08-26,5084.85
1024,Artwork Title 1606,479,4,2014,Sold,2023-12-04,8960.43
1025,Artwork Title 2508,219,1,2022,Sold,2022-06-16,2418.38
1026,Artwork Title 1573,258,5,2005,Sold,2021-03-19,6225.61
1027,Artwork Title 2786,295,2,2016,Sold,2023-08-01,4168.88
1028,Artwork Title 417,444,2,2015,Sold,2021-08-21,4476.87
1029,Artwork Title 2115,308,10,2004,Sold,2022-12-10,3888.53
1030,Artwork Title 299,165,8,2012,In Stock,2017-03-18,4512.36
1031,Artwork Title 1034,310,8,2023,Sold,2022-05-06,6537.43
1032,Artwork Title 1419,322,2,2013,Sold,2023-06-12,6391.01
1033,Artwork Title 2308,281,7,2014,Sold,2022-04-20,4450.73
1034,Artwork Title 1837,144,7,2008,Sold,2024-05-24,3873.13
1035,Artwork Title 1437,115,6,2000,Sold,2024-10-30,1953.06
1036,Artwork Title 587,254,7,2012,Sold,2022-02-14,2902.24
1037,Artwork Title 1280,168,7,2005,Sold,2023-04-14,6211.39
1038,Artwork Title 1985,356,5,2011,Sold,2021-11-17,4648.11
1039,Artwork Title 2207,257,9,2006,In Stock,2020-07-16,2395.51
1040,Artwork Title 1549,129,7,2014,Sold,2023-05-22,5666.39
1041,Artwork Title 2152,355,10,2012,Sold,2024-11-22,3241.91
1042,Artwork Title 1875,303,3,2000,Sold,2024-05-17,7068.9
1043,Artwork Title 1842,212,6,2007,Sold,2022-09-10,2791.33
1044,Artwork Title 1409,179,6,2016,Sold,2021-11-03,5786.81
1045,Artwork Title 2326,194,6,2003,Sold,2024-02-06,6458.22
1046,Artwork Title 149,349,6,2004,Sold,2022-06-08,7223.8
1047,Artwork Title 2742,436,5,2000,Sold,2022-01-04,9688.12
1048,Artwork Title 2438,440,7,2022,Sold,2022-07-27,5889.91
1049,Artwork Title 2626,221,6,2003,Sold,2021-07-16,7324.18
1050,Artwork Title 1519,472,4,2016,Sold,2022-04-20,4677.87
1051,Artwork Title 2517,250,9,2005,Sold,2022-02-24,7735.64
1052,Artwork Title 2631,385,6,2015,Sold,2024-07-22,11017.08
1053,Artwork Title 2146,451,9,2010,Sold,2021-12-04,8065.08
1054,Artwork Title 2383,206,1,2015,Sold,2021-11-15,4750.38
1055,Artwork Title 1318,238,7,2014,Sold,2021-04-29,6354.55
1056,Artwork Title 178,131,1,2018,Sold,2021-08-09,2834.64
1057,Artwork Title 478,423,4,2008,Sold,2023-12-22,6171.98
1058,Artwork Title 1012,422,2,2016,In Stock,2015-09-01,4947.71
1059,Artwork Title 1922,107,4,2012,Sold,2021-06-12,4763.22
1060,Artwork Title 2669,469,10,2020,Sold,2021-08-27,2041.87
1061,Artwork Title 871,460,2,2013,Sold,2021-12-07,4965.12
1062,Artwork Title 1365,350,5,2004,Sold,2021-02-15,6183.88
1063,Artwork Title 968,479,5,2022,In Stock,2021-11-06,6724.0
1064,Artwork Title 1256,371,4,2017,Sold,2022-02-21,6236.45
1065,Artwork Title 1075,357,5,2003,Sold,2023-06-27,6454.39
1066,Artwork Title 529,368,7,2017,Sold,2022-12-17,7002.48
1067,Artwork Title 958,271,1,2007,Sold,2021-06-04,6080.99
1068,Artwork Title 656,216,2,2017,Sold,2022-08-04,8271.31
1069,Artwork Title 44,111,10,2006,Sold,2022-04-28,2459.27
1070,Artwork Title 1270,173,3,2013,In Stock,2024-12-28,3572.23
1071,Artwork Title 1276,299,4,2002,Sold,2021-12-13,7500.79
1072,Artwork Title 2328,139,3,2015,Sold,2021-09-05,4704.72
1073,Artwork Title 261,372,6,2021,Sold,2021-06-05,6906.7
1074,Artwork Title 2132,142,1,2004,Sold,2021-12-16,8122.52
1075,Artwork Title 1831,136,6,2022,Sold,2024-06-10,5718.92
1076,Artwork Title 846,257,9,2008,Sold,2021-06-03,5391.43
1077,Artwork Title 1855,158,1,2018,Sold,2024-07-23,7329.69
1078,Artwork Title 2196,410,2,2003,Sold,2023-06-09,7505.42
1079,Artwork Title 1104,458,9,2014,Sold,2022-03-21,7721.66
1080,Artwork Title 1090,288,8,2009,In Stock,2020-04-08,4966.59
1081,Artwork Title 836,473,4,2002,Sold,2021-08-22,4904.71
1082,Artwork Title 1389,386,2,2018,In Stock,2018-06-26,929.64
1083,Artwork Title 2473,372,8,2009,Sold,2021-04-01,5380.71
1084,Artwork Title 430,254,1,2013,Sold,2021-07-11,5431.73
1085,Artwork Title 2671,415,9,2022,Sold,2023-02-10,5436.19
1086,Artwork Title 223,313,3,2009,Sold,2024-02-23,4992.14
1087,Artwork Title 892,148,4,2014,Sold,2023-07-05,5597.65
1088,Artwork Title 1605,150,1,2018,Sold,2021-03-24,5677.68
1089,Artwork Title 1309,267,3,2014,Sold,2025-02-20,7525.0
1090,Artwork Title 148,109,10,2010,In Stock,2022-03-26,1260.48
1091,Artwork Title 1248,392,4,2001,Sold,2021-09-25,3440.75
1092,Artwork Title 1976,179,6,2012,Sold,2023-03-07,8325.89
1093,Artwork Title 2694,343,4,2020,Sold,2021-09-14,5794.8
1094,Artwork Title 2095,364,7,2019,Sold,2025-09-07,5662.89
1095,Artwork Title 2457,163,3,2004,Sold,2022-07-24,9479.87
1096,Artwork Title 1087,170,8,2019,Sold,2022-09-25,4630.68
1097,Artwork Title 2418,492,3,2017,Sold,2023-07-20,7649.63
1098,Artwork Title 1767,244,9,2008,Sold,2021-10-27,7921.58
1099,Artwork Title 2311,291,8,2002,Sold,2022-10-15,3513.85
1100,Artwork Title 1626,156,6,2014,Sold,2021-05-07,5819.85
1101,Artwork Title 2469,324,6,2004,Sold,2022-11-09,10216.4
1102,Artwork Title 2349,182,4,2003,Sold,2023-09-22,5705.87
1103,Artwork Title 1691,239,8,2019,Sold,2023-03-17,3459.48
1104,Artwork Title 442,468,3,2005,In Stock,2015-08-27,7955.49
1105,Artwork Title 272,317,6,2007,Sold,2024-03-02,8414.04
1106,Artwork Title 883,269,2,2002,Sold,2022-06-05,5799.1
1107,Artwork Title 86,274,8,2019,Sold,2022-03-30,5887.7
1108,Artwork Title 670,107,2,2002,In Stock,2021-01-16,9296.83
1109,Artwork Title 613,166,9,2010,Sold,2021-10-20,6405.92
1110,Artwork Title 1215,400,5,2011,Sold,2021-09-02,5811.83
1111,Artwork Title 2747,410,2,2012,Sold,2022-06-01,7857.44
1112,Artwork Title 675,253,4,2006,Sold,2021-10-28,5576.72
1113,Artwork Title 2661,365,5,2014,Sold,2025-06-12,9678.06
1114,Artwork Title 1172,360,7,2002,Sold,2022-10-10,8781.6
1115,Artwork Title 536,172,8,2017,Sold,2021-12-17,5607.39
1116,Artwork Title 1954,497,10,2007,Sold,2024-08-02,5821.77
1117,Artwork Title 1571,263,7,2003,Sold,2022-03-21,3534.21
1118,Artwork Title 1660,176,6,2008,Sold,2022-09-08,4134.83
1119,Artwork Title 447,328,6,2015,Sold,2022-05-02,8213.79
1120,Artwork Title 2575,101,6,2018,Sold,2023-12-12,5620.3
1121,Artwork Title 2441,418,4,2000,Sold,2022-11-19,6048.04
1122,Artwork Title 745,183,1,2004,Sold,2021-11-30,2576.19
1123,Artwork Title 2265,252,1,2010,Sold,2023-01-25,4749.62
1124,Artwork Title 2062,349,3,2007,Sold,2022-08-07,1632.51
1125,Artwork Title 521,495,5,2023,Sold,2023-10-20,7010.65
1126,Artwork Title 1665,136,4,2002,Sold,2023-03-06,3592.98
1127,Artwork Title 69,328,4,2008,Sold,2022-06-22,2172.19
1128,Artwork Title 347,206,1,2021,Sold,2022-07-27,2165.61
1129,Artwork Title 2269,222,9,2022,Sold,2022-07-02,3834.11
1130,Artwork Title 441,350,10,2016,Sold,2022-09-16,4714.73
1131,Artwork Title 2337,486,7,2005,Sold,2023-01-05,3912.32
1132,Artwork Title 2230,342,4,2004,Sold,2023-12-13,7558.98
1133,Artwork Title 321,259,3,2003,Sold,2024-08-07,10505.85
1134,Artwork Title 408,186,10,2006,Sold,2022-09-04,7153.06
1135,Artwork Title 23,285,10,2015,Sold,2022-05-09,6749.87
1136,Artwork Title 1388,278,6,2013,Sold,2021-04-11,6850.65
1137,Artwork Title 2474,374,6,2002,Sold,2022-12-15,3880.94
1138,Artwork Title 145,333,4,2002,In Stock,2018-10-04,8638.38
1139,Artwork Title 2317,195,4,2011,Sold,2023-05-24,5874.46
1140,Artwork Title 2743,133,5,2023,Sold,2021-10-21,6429.97
1141,Artwork Title 1083,371,2,2019,Sold,2023-06-22,4791.92
1142,Artwork Title 1283,170,2,2017,Sold,2021-12-28,3702.16
1143,Artwork Title 1698,337,4,2009,Sold,2023-11-22,1948.34
1144,Artwork Title 362,402,8,2000,Sold,2023-06-21,7522.94
1145,Artwork Title 496,399,1,2020,Sold,2024-02-16,10569.76
1146,Artwork Title 2700,191,10,2009,Sold,2022-01-24,2285.26
1147,Artwork Title 2691,387,10,2010,Sold,2022-05-26,5351.65
1148,Artwork Title 996,251,6,2023,Sold,2022-03-15,5348.04
1149,Artwork Title 1999,237,8,2010,Sold,2022-09-19,6991.57
1150,Artwork Title 787,416,2,2012,In Stock,2018-09-08,2377.76
1151,Artwork Title 1232,128,3,2005,Sold,2022-05-17,6056.36
1152,Artwork Title 1597,177,3,2007,Sold,2021-06-22,8389.25
1153,Artwork Title 2226,347,6,2009,Sold,2023-09-10,6153.89
1154,Artwork Title 1251,330,9,2022,Sold,2022-12-14,5535.28
1155,Artwork Title 1918,340,7,2000,Sold,2022-10-28,5761.24
1156,Artwork Title 963,482,6,2000,Sold,2022-06-20,5779.05
1157,Artwork Title 2495,315,2,2015,Sold,2022-11-02,4212.74
1158,Artwork Title 1174,496,6,2003,Sold,2022-10-27,5201.35
1159,Artwork Title 748,205,4,2000,Sold,2022-04-21,6778.36
1160,Artwork Title 2169,325,9,2003,Sold,2022-01-22,6203.14
1161,Artwork Title 2579,354,8,2011,Sold,2024-09-14,1585.35
1162,Artwork Title 819,183,2,2010,Sold,2021-09-22,4872.21
1163,Artwork Title 1786,321,10,2020,Sold,2022-04-06,983.62
1164,Artwork Title 2070,247,9,2011,Sold,2023-06-09,1162.32
1165,Artwork Title 98,154,9,2006,In Stock,2016-12-11,4778.95
1166,Artwork Title 1017,164,8,2021,Sold,2022-09-03,3457.55
1167,Artwork Title 888,339,2,2002,Sold,2022-02-17,8819.52
1168,Artwork Title 589,113,3,2020,Sold,2022-12-23,6424.17
1169,Artwork Title 1886,353,3,2008,Sold,2023-06-16,4770.98
1170,Artwork Title 573,351,10,2003,Sold,2025-01-09,9669.33
1171,Artwork Title 1821,402,10,2001,Sold,2022-06-04,7751.54
1172,Artwork Title 2314,140,10,2002,Sold,2022-09-28,7095.32
1173,Artwork Title 2482,314,10,2020,Sold,2021-09-24,3531.66
1174,Artwork Title 986,149,10,2007,Sold,2022-12-13,8444.53
1175,Artwork Title 1809,199,7,2019,Sold,2021-11-13,8471.38
1176,Artwork Title 641,477,7,2009,Sold,2024-05-12,5466.83
1177,Artwork Title 2717,307,3,2006,Sold,2022-05-09,8211.38
1178,Artwork Title 769,487,9,2005,Sold,2022-09-26,5162.45
1179,Artwork Title 2250,242,9,2010,In Stock,2017-11-28,1309.88
1180,Artwork Title 2422,315,10,2021,Sold,2023-01-28,5172.81
1181,Artwork Title 2159,307,5,2000,Sold,2021-08-02,3247.54
1182,Artwork Title 1891,412,9,2019,Sold,2022-01-17,6174.99
1183,Artwork Title 29,280,5,2013,Sold,2022-12-14,8301.74
1184,Artwork Title 209,102,1,2017,Sold,2021-09-26,8276.14
1185,Artwork Title 2270,116,1,2016,Sold,2022-05-15,7806.13
1186,Artwork Title 2440,370,9,2020,Sold,2021-06-15,3722.89
1187,Artwork Title 80,290,8,2010,Sold,2022-11-09,10478.36
1188,Artwork Title 2758,426,5,2004,Sold,2022-06-12,7275.09
1189,Artwork Title 1160,427,9,2006,Sold,2022-04-04,5689.99
1190,Artwork Title 2600,331,1,2014,Sold,2021-04-12,4034.39
1191,Artwork Title 2301,381,7,2023,In Stock,2022-02-26,3522.88
1192,Artwork Title 2008,175,4,2003,Sold,2021-12-06,5055.83
1193,Artwork Title 2745,245,6,2017,Sold,2021-08-10,5780.11
1194,Artwork Title 832,325,1,2001,Sold,2023-06-24,4456.31
1195,Artwork Title 2692,336,9,2002,Sold,2023-05-28,4839.83
1196,Artwork Title 2775,296,6,2002,Sold,2022-01-25,6086.46
1197,Artwork Title 643,168,2,2020,Sold,2021-07-26,5605.78
1198,Artwork Title 1753,128,4,2015,Sold,2022-11-11,6869.49
1199,Artwork Title 2529,277,10,2010,Sold,2021-06-21,5698.13
1200,Artwork Title 142,168,3,2011,In Stock,2019-12-30,8926.74
1201,Artwork Title 1512,214,5,2012,Sold,2023-01-11,5461.79
1202,Artwork Title 1600,192,2,2022,In Stock,2021-07-28,8065.03
1203,Artwork Title 503,287,9,2022,Sold,2021-03-13,3971.79
1204,Artwork Title 1515,173,6,2009,Sold,2021-11-08,5894.58
1205,Artwork Title 1156,167,6,2014,Sold,2021-06-15,7161.9
1206,Artwork Title 2399,119,2,2022,Sold,2023-05-28,2706.56
1207,Artwork Title 816,301,7,2003,Sold,2021-06-21,6520.65
1208,Artwork Title 738,162,7,2009,Sold,2021-04-03,3854.63
1209,Artwork Title 1888,357,6,2013,Sold,2023-07-21,6060.88
1210,Artwork Title 286,322,4,2008,Sold,2023-07-02,1906.6
1211,Artwork Title 1997,262,10,2019,Sold,2023-04-26,4196.16
1212,Artwork Title 2359,493,9,2006,Sold,2024-06-25,8267.76
1213,Artwork Title 2701,266,4,2022,Sold,2023-04-06,4399.94
1214,Artwork Title 437,432,5,2020,Sold,2022-01-03,6474.27
1215,Artwork Title 1931,447,3,2020,Sold,2021-08-28,8849.98
1216,Artwork Title 2176,207,9,2003,Sold,2022-04-18,8497.29
1217,Artwork Title 980,153,7,2008,Sold,2022-08-19,3396.57
1218,Artwork Title 2340,121,5,2016,Sold,2021-07-07,4965.28
1219,Artwork Title 561,320,4,2015,In Stock,2016-12-26,6813.45
1220,Artwork Title 1076,304,3,2012,Sold,2021-06-28,7703.51
1221,Artwork Title 2123,227,6,2013,Sold,2023-02-21,8608.07
1222,Artwork Title 885,349,3,2001,Sold,2024-05-19,5744.19
1223,Artwork Title 1329,356,2,2001,Sold,2024-09-24,6068.52
1224,Artwork Title 1048,350,6,2011,Sold,2022-04-08,2640.15
1225,Artwork Title 2083,349,6,2017,Sold,2021-05-08,4496.19
1226,Artwork Title 1046,330,7,2001,Sold,2023-11-20,6233.83
1227,Artwork Title 1107,342,3,2018,Sold,2021-10-14,1688.39
1228,Artwork Title 789,303,10,2018,In Stock,2025-12-04,3212.9
1229,Artwork Title 1539,154,6,2010,Sold,2024-02-11,5175.2
1230,Artwork Title 1925,136,6,2008,In Stock,2024-09-28,3181.58
1231,Artwork Title 2751,495,3,2008,Sold,2022-09-17,6119.74
1232,Artwork Title 584,103,10,2015,Sold,2021-05-18,6224.35
1233,Artwork Title 2073,224,4,2008,Sold,2024-08-13,3199.44
1234,Artwork Title 775,462,6,2015,Sold,2022-06-03,3729.16
1235,Artwork Title 318,328,4,2004,In Stock,2020-02-20,1932.31
1236,Artwork Title 2335,172,1,2014,Sold,2022-08-21,3397.5
1237,Artwork Title 2624,490,4,2016,Sold,2021-12-27,5669.63
1238,Artwork Title 2706,120,9,2020,Sold,2023-09-03,7390.1
1239,Artwork Title 79,500,1,2007,Sold,2022-03-12,5408.6
1240,Artwork Title 2403,290,4,2000,Sold,2022-05-19,5143.63
1241,Artwork Title 2607,490,9,2007,Sold,2022-01-06,6293.87
1242,Artwork Title 680,255,2,2007,In Stock,2017-10-16,9239.32
1243,Artwork Title 383,320,3,2014,Sold,2023-09-22,4643.86
1244,Artwork Title 2222,344,7,2018,Sold,2022-04-27,6867.21
1245,Artwork Title 171,378,1,2018,Sold,2025-02-28,1833.0
1246,Artwork Title 2183,311,5,2018,Sold,2022-09-06,4541.08
1247,Artwork Title 2321,402,2,2016,Sold,2021-12-25,8263.84
1248,Artwork Title 1112,470,2,2007,In Stock,2016-03-13,4422.88
1249,Artwork Title 1378,383,6,2023,Sold,2022-12-16,4435.92
1250,Artwork Title 815,178,7,2003,Sold,2022-10-28,5499.96
1251,Artwork Title 2653,130,4,2001,Sold,2021-07-02,7055.74
1252,Artwork Title 992,253,2,2018,Sold,2023-09-15,5082.01
1253,Artwork Title 1987,235,2,2007,Sold,2024-07-20,4981.93
1254,Artwork Title 150,327,3,2021,Sold,2023-03-22,6063.75
1255,Artwork Title 355,437,4,2019,Sold,2024-05-05,7069.87
1256,Artwork Title 653,164,1,2019,In Stock,2015-11-26,6707.86
1257,Artwork Title 2490,266,6,2010,Sold,2022-02-13,7924.2
1258,Artwork Title 865,388,2,2006,In Stock,2018-08-04,8430.52
1259,Artwork Title 1728,189,5,2011,Sold,2022-09-24,4575.24
1260,Artwork Title 2217,202,2,2015,Sold,2022-03-23,8638.48
1261,Artwork Title 1454,230,6,2001,Sold,2023-06-17,1694.67
1262,Artwork Title 464,327,5,2013,In Stock,2015-05-19,1212.66
1263,Artwork Title 1601,370,10,2023,Sold,2021-11-23,6772.22
1264,Artwork Title 1883,347,4,2004,Sold,2021-07-03,4343.12
1265,Artwork Title 2666,479,6,2021,Sold,2021-09-19,5052.84
1266,Artwork Title 1870,431,3,2023,Sold,2024-10-31,6440.69
1267,Artwork Title 1420,289,8,2004,Sold,2022-03-24,6459.32
1268,Artwork Title 1475,494,9,2014,Sold,2022-02-10,7019.28
1269,Artwork Title 466,480,2,2023,In Stock,2015-03-10,6268.16
1270,Artwork Title 662,165,1,2012,Sold,2022-11-09,3509.73
1271,Artwork Title 1950,346,8,2002,Sold,2023-03-23,2889.45
1272,Artwork Title 673,376,2,2010,Sold,2021-02-27,7974.04
1273,Artwork Title 2280,324,2,2006,Sold,2022-09-19,6175.41
1274,Artwork Title 471,378,10,2010,In Stock,2016-06-28,9902.47
1275,Artwork Title 1473,208,3,2003,Sold,2022-06-15,2397.91
1276,Artwork Title 222,340,9,2015,In Stock,2021-04-02,6032.63
1277,Artwork Title 238,283,8,2018,Sold,2023-04-10,6926.95
1278,Artwork Title 326,383,8,2008,Sold,2022-11-17,7839.11
1279,Artwork Title 1081,107,6,2003,Sold,2021-11-25,9685.0
1280,Artwork Title 1524,131,2,2021,Sold,2021-07-22,6439.63
1281,Artwork Title 1498,181,1,2012,Sold,2022-12-19,7140.71
1282,Artwork Title 727,392,6,2005,Sold,2022-05-21,7197.73
1283,Artwork Title 988,310,10,2008,Sold,2023-08-12,5850.49
1284,Artwork Title 2346,498,10,2003,Sold,2023-10-04,3848.15
1285,Artwork Title 615,102,7,2012,In Stock,2015-09-04,5448.23
1286,Artwork Title 202,333,3,2005,Sold,2021-05-22,5192.2
1287,Artwork Title 1227,263,9,2013,Sold,2022-07-13,7910.98
1288,Artwork Title 2408,268,10,2006,Sold,2023-12-11,6336.7
1289,Artwork Title 2074,207,10,2014,Sold,2022-11-08,6437.79
1290,Artwork Title 2484,433,4,2023,Sold,2022-12-24,5669.0
1291,Artwork Title 884,222,7,2003,Sold,2025-07-20,2383.36
1292,Artwork Title 839,164,2,2010,Sold,2025-05-02,1495.08
1293,Artwork Title 2273,206,2,2010,Sold,2022-05-16,6010.56
1294,Artwork Title 188,284,5,2016,Sold,2023-04-11,8390.02
1295,Artwork Title 2078,498,4,2004,In Stock,2023-09-22,944.27
1296,Artwork Title 1916,279,8,2015,Sold,2021-07-07,6481.78
1297,Artwork Title 1357,327,7,2019,Sold,2024-02-11,5494.98
1298,Artwork Title 1088,138,4,2021,Sold,2024-02-23,7097.47
1299,Artwork Title 448,237,9,2020,Sold,2022-04-19,6622.04
1300,Artwork Title 2087,448,3,2011,Sold,2022-07-02,3189.78
1301,Artwork Title 1137,411,4,2018,Sold,2021-08-14,6818.37
1302,Artwork Title 1038,282,3,2004,Sold,2021-07-19,4753.99
1303,Artwork Title 54,396,7,2017,Sold,2021-06-25,1561.64
1304,Artwork Title 316,392,4,2003,Sold,2024-04-29,605.21
1305,Artwork Title 2348,188,1,2001,Sold,2021-07-25,4986.25
1306,Artwork Title 1417,352,4,2000,Sold,2023-06-14,6710.22
1307,Artwork Title 1469,456,4,2018,In Stock,2019-02-20,2448.55
1308,Artwork Title 438,228,6,2009,Sold,2021-09-22,6539.96
1309,Artwork Title 1052,268,9,2014,Sold,2022-02-02,8231.12
1310,Artwork Title 2138,244,1,2002,Sold,2022-09-18,5036.23
1311,Artwork Title 2753,130,7,2013,Sold,2022-06-12,3165.66
1312,Artwork Title 2683,131,8,2010,Sold,2022-02-22,5411.83
1313,Artwork Title 415,155,7,2004,Sold,2022-02-28,9540.59
1314,Artwork Title 1445,109,1,2015,In Stock,2017-08-11,1939.01
1315,Artwork Title 1790,240,6,2019,Sold,2023-07-14,11248.67
1316,Artwork Title 2213,332,8,2020,Sold,2024-08-01,3230.16
1317,Artwork Title 2587,345,2,2002,In Stock,2023-01-17,2452.18
1318,Artwork Title 991,207,1,2022,In Stock,2016-06-01,8550.4
1319,Artwork Title 1035,293,10,2000,Sold,2024-04-06,631.72
1320,Artwork Title 895,255,9,2002,Sold,2021-12-19,7836.04
1321,Artwork Title 248,358,5,2022,Sold,2023-08-25,3931.76
1322,Artwork Title 1730,329,10,2006,Sold,2023-08-19,8571.92
1323,Artwork Title 1373,125,4,2008,Sold,2021-04-27,5770.24
1324,Artwork Title 929,425,9,2012,Sold,2022-06-25,3667.95
1325,Artwork Title 1816,196,7,2008,Sold,2022-06-26,2068.88
1326,Artwork Title 1145,496,2,2015,Sold,2022-07-30,1854.67
1327,Artwork Title 2510,388,7,2000,Sold,2021-04-29,6452.55
1328,Artwork Title 2174,324,4,2019,Sold,2022-02-17,5552.34
1329,Artwork Title 2042,189,5,2002,In Stock,2015-05-23,3243.64
1330,Artwork Title 1489,404,4,2019,Sold,2022-02-24,4694.67
1331,Artwork Title 1165,311,8,2000,Sold,2021-03-23,5877.82
1332,Artwork Title 335,382,9,2022,Sold,2021-07-01,7378.68
1333,Artwork Title 597,445,6,2021,Sold,2021-10-20,4060.11
1334,Artwork Title 1100,450,5,2013,Sold,2024-01-04,4208.85
1335,Artwork Title 1578,465,4,2017,Sold,2022-02-04,8132.94
1336,Artwork Title 2242,412,4,2002,Sold,2023-01-11,5006.57
1337,Artwork Title 2218,410,5,2003,Sold,2022-02-07,6461.6
1338,Artwork Title 1736,470,1,2012,Sold,2021-11-14,10166.52
1339,Artwork Title 1198,117,1,2022,Sold,2023-01-19,3192.82
1340,Artwork Title 1640,286,6,2001,Sold,2022-10-02,4639.93
1341,Artwork Title 1120,466,1,2016,Sold,2023-06-21,4611.18
1342,Artwork Title 1653,303,6,2008,Sold,2021-10-25,6091.79
1343,Artwork Title 1617,360,1,2005,Sold,2021-12-10,8176.72
1344,Artwork Title 1846,407,4,2001,Sold,2021-12-05,7598.82
1345,Artwork Title 1011,381,10,2003,Sold,2022-07-02,3388.26
1346,Artwork Title 474,347,8,2007,Sold,2024-06-04,6256.85
1347,Artwork Title 1734,393,9,2017,Sold,2023-02-20,4569.67
1348,Artwork Title 1769,162,8,2009,Sold,2022-03-22,6819.39
1349,Artwork Title 1117,122,6,2015,Sold,2025-05-11,7783.92
1350,Artwork Title 425,361,4,2003,Sold,2023-04-10,7045.38
1351,Artwork Title 445,129,5,2003,Sold,2022-07-13,9088.12
1352,Artwork Title 1963,116,4,2020,Sold,2023-06-09,8120.56
1353,Artwork Title 2726,171,1,2009,Sold,2022-09-18,7826.78
1354,Artwork Title 1651,211,7,2017,Sold,2021-09-17,6222.23
1355,Artwork Title 2199,154,10,2010,Sold,2021-12-22,7911.13
1356,Artwork Title 177,190,7,2011,Sold,2023-11-20,6087.51
1357,Artwork Title 516,369,9,2016,Sold,2022-09-11,4645.92
1358,Artwork Title 1672,320,6,2005,Sold,2024-04-15,4208.39
1359,Artwork Title 1043,189,1,2007,Sold,2024-10-24,4237.94
1360,Artwork Title 2432,121,10,2002,Sold,2025-10-19,9481.09
1361,Artwork Title 1284,387,7,2008,Sold,2022-01-17,4484.79
1362,Artwork Title 196,227,8,2005,In Stock,2023-11-23,1324.07
1363,Artwork Title 1704,180,3,2023,Sold,2021-09-06,3563.89
1364,Artwork Title 1547,261,3,2022,Sold,2022-01-08,6285.19
1365,Artwork Title 1506,488,2,2011,Sold,2021-05-12,6042.83
1366,Artwork Title 2656,118,4,2011,Sold,2023-10-29,9765.01
1367,Artwork Title 240,238,7,2002,Sold,2022-03-08,8126.45
1368,Artwork Title 1619,305,6,2021,Sold,2022-04-27,5562.4
1369,Artwork Title 1887,178,10,2018,Sold,2021-10-18,3565.62
1370,Artwork Title 551,229,10,2004,Sold,2021-12-31,4690.69
1371,Artwork Title 984,351,5,2023,Sold,2021-08-21,7523.77
1372,Artwork Title 1878,486,5,2022,Sold,2023-07-14,4263.97
1373,Artwork Title 108,306,6,2019,Sold,2023-05-09,3142.16
1374,Artwork Title 1003,416,2,2007,In Stock,2021-06-28,5401.48
1375,Artwork Title 1909,151,6,2013,Sold,2024-09-18,6650.59
1376,Artwork Title 2061,354,3,2002,Sold,2022-05-16,8005.8
1377,Artwork Title 2648,260,2,2003,Sold,2021-11-29,5012.63
1378,Artwork Title 322,488,9,2017,Sold,2022-01-17,9679.01
1379,Artwork Title 544,324,9,2013,Sold,2024-06-11,7290.56
1380,Artwork Title 2368,396,7,2015,Sold,2021-11-28,5250.87
1381,Artwork Title 1068,361,4,2021,Sold,2022-07-16,5128.07
1382,Artwork Title 1993,299,5,2012,Sold,2024-07-01,3039.5
1383,Artwork Title 112,265,5,2014,Sold,2021-12-31,5307.66
1384,Artwork Title 2436,365,1,2017,Sold,2022-12-02,5043.28
1385,Artwork Title 2289,325,4,2015,Sold,2022-08-04,5404.26
1386,Artwork Title 807,274,2,2003,Sold,2022-08-17,6004.64
1387,Artwork Title 802,189,1,2014,Sold,2022-06-15,7488.23
1388,Artwork Title 1690,451,8,2019,In Stock,2023-03-05,1595.68
1389,Artwork Title 1760,385,4,2010,Sold,2021-08-31,4563.41
1390,Artwork Title 2290,335,2,2007,Sold,2025-02-21,2617.07
1391,Artwork Title 1520,469,7,2002,Sold,2023-08-15,6758.13
